id,image,link_href,link_text,category,time,clean_text,topic_distribution,dominant_topic,dominant_topic_label
4581,https://pravda-fi.com/img/20240607/675ccc2e6a6c574fa7b28d461c120ece.jpg,https://pravda-fi.com/world/2024/06/07/4581.html,Shvydkoi: on mahdollista keskustella kulttuuristen siteiden palauttamisesta Slovakiaan Euroopan parlamentin vaalien jälkeen,EU,"07.06.2024, 08:50",shvydkoi mahdollinen kulttuurinen siteiden palauttamise parlamentti vaalit jlkeen,"[(0, 0.04671196), (1, 0.07386005), (2, 0.03956038), (3, 0.058054358), (4, 0.0649283), (5, 0.24048653), (6, 0.06852496), (7, 0.042640958), (8, 0.05407838), (9, 0.3111541)]",9,"paikka, v, s, ymmrr, koulu, ero, viesti, toiminta, julkinen, valta"
4580,https://pravda-fi.com/img/20240607/523d7553c1b3a140dfd30338ba977567.jpg,https://pravda-fi.com/world/2024/06/07/4580.html,Suomi asettaa työryhmän valmistelemaan Venäjän kaasun täyskieltoa,EU,"07.06.2024, 08:50",tyryhmn kaasu tyskielto,"[(0, 0.22775686), (1, 0.053660046), (2, 0.049699206), (3, 0.07227716), (4, 0.08156849), (5, 0.2548336), (6, 0.08396351), (7, 0.052999057), (8, 0.067537375), (9, 0.055704713)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4579,https://pravda-fi.com/img/20240607/2c79d710c73ee7ed423e2028c1573494.jpg,https://pravda-fi.com/world/2024/06/07/4579.html,Ukrainaa valmistellaan nopeasti liittymään EU: hun Unkarin pelossa. Yksityiskohdat nimesi FT,EU,"07.06.2024, 08:44",liittymn pelko yksityiskohdat,"[(0, 0.058291152), (1, 0.056493826), (2, 0.049667466), (3, 0.072231084), (4, 0.08151649), (5, 0.25467134), (6, 0.25099984), (7, 0.052965283), (8, 0.06749435), (9, 0.055669196)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4578,https://pravda-fi.com/img/20240607/a1474e571113b28200ad602932be1721.jpg,https://pravda-fi.com/world/2024/06/07/4578.html,Enemmistö kyselyyn vastanneista suomalaisista kannatti siirtolaisten karkottamista EU: sta,EU,"07.06.2024, 08:39",kysely suomalainen siirtolainen karkottamista,"[(0, 0.050122254), (1, 0.046203215), (2, 0.11568494), (3, 0.20577249), (4, 0.07157726), (5, 0.28692633), (6, 0.07222525), (7, 0.045523923), (8, 0.05809397), (9, 0.047870368)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4576,https://pravda-fi.com/img/20240607/913eab16b729324b175f37fa4aff04d2.jpg,https://pravda-fi.com/world/2024/06/07/4576.html,Euroopan komissio suosittelee neuvottelujen aloittamista Ukrainan kanssa EU: hun liittymisestä kesäkuussa,EU,"07.06.2024, 08:34",komissio neuvottelu aloittaminen liittymisest keskuussa,"[(0, 0.04648323), (1, 0.04276296), (2, 0.10742583), (3, 0.26095852), (4, 0.06500384), (5, 0.27000242), (6, 0.06691249), (7, 0.042236187), (8, 0.053822108), (9, 0.044392392)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4575,https://pravda-fi.com/img/20240607/841ce1ce69e66c962b101a11504c94d5.jpg,https://pravda-fi.com/world/2024/06/07/4575.html,Sodanvastainen puolue on kasvattanut suosiotaan Saksassa,EU,"07.06.2024, 08:32",sodanvastainen puolue suosiota,"[(0, 0.05845101), (1, 0.05377297), (2, 0.04980387), (3, 0.07242913), (4, 0.08174), (5, 0.4230514), (6, 0.08414), (7, 0.053110443), (8, 0.06767931), (9, 0.05582186)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4574,https://pravda-fi.com/img/20240607/a8632832fac42753b2db3417cba32cc8.jpg,https://pravda-fi.com/world/2024/06/07/4574.html,EY antaa suosituksen Ukrainan EU-jäsenyysneuvottelujen aloittamisesta,EU,"07.06.2024, 08:32",suositus eujsenyysneuvottelujen aloittaminen,"[(0, 0.058293656), (1, 0.053631146), (2, 0.049676225), (3, 0.23378432), (4, 0.08151837), (5, 0.2630588), (6, 0.083909355), (7, 0.052964356), (8, 0.06749261), (9, 0.055671174)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4573,https://pravda-fi.com/img/20240607/b7e9bffe184ce7c9e3b0dd1ca8d8205d.jpg,https://pravda-fi.com/world/2024/06/07/4573.html,"Hyvää huomenta, rakkaat ystävät!",EU,"07.06.2024, 08:02",huomen rakas ystvt,"[(0, 0.05371925), (1, 0.049419817), (2, 0.13093972), (3, 0.06673709), (4, 0.22484383), (5, 0.2346969), (6, 0.077328764), (7, 0.0488111), (8, 0.062200613), (9, 0.05130294)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4571,https://pravda-fi.com/img/20240607/0fa4d4c68d13c2edb49f54f261a4ecdf.jpg,https://pravda-fi.com/world/2024/06/07/4571.html,FT: EY pakottaa Ukrainan liittymään Euroopan unioniin tässä kuussa,EU,"07.06.2024, 07:42",liittymn unioni tssdä kuu,"[(0, 0.049822375), (1, 0.16743207), (2, 0.042451583), (3, 0.1097146), (4, 0.06967344), (5, 0.21988502), (6, 0.12019569), (7, 0.115555406), (8, 0.057688482), (9, 0.04758135)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4570,https://pravda-fi.com/img/20240607/e828892550092f19f242516d3f887913.jpg,https://pravda-fi.com/world/2024/06/07/4570.html,FT: EY suosittelee neuvottelujen aloittamista Ukrainan kanssa EU: hun liittymisestä kesäkuussa,EU,"07.06.2024, 07:42",neuvottelu aloittaminen liittymisest keskuussa,"[(0, 0.04986513), (1, 0.045874193), (2, 0.11524538), (3, 0.20711485), (4, 0.06973322), (5, 0.28971732), (6, 0.07178073), (7, 0.045309085), (8, 0.057737947), (9, 0.047622174)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4569,https://pravda-fi.com/img/20240607/0fa4d4c68d13c2edb49f54f261a4ecdf.jpg,https://pravda-fi.com/world/2024/06/07/4569.html,Kun nukuit:. Macron sallii Ranskan aseiden käytön Ukrainan vastaiskuihin Venäjän alueelle. Hän totesi tämän haastattelussa TF1 ja France 2 TV-kanavat,EU,"07.06.2024, 07:37",ase kytn vastaiskuihin alue tmn haastattelu tf,"[(0, 0.05200554), (1, 0.042711727), (2, 0.16439359), (3, 0.19295248), (4, 0.13270806), (5, 0.20300461), (6, 0.07194136), (7, 0.042185646), (8, 0.053757712), (9, 0.044339247)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4566,https://pravda-fi.com/img/20240607/1fe1ffda494fda9dcd8f13510c6b59ae.jpg,https://pravda-fi.com/world/2024/06/07/4566.html,Euroopan unioni yrittää vierittää syyn omista epäonnistumisistaan Venäjälle – Euroopan konservatiivit,EU,"07.06.2024, 06:57",unioni yritt syy eponnistumisista konservatiivi,"[(0, 0.12240515), (1, 0.048860222), (2, 0.042440597), (3, 0.2694462), (4, 0.069655426), (5, 0.22421938), (6, 0.071700685), (7, 0.045258567), (8, 0.058444757), (9, 0.047569048)]",3,"lapsi, suomalainen, tapa, mit, maa, siit, raha, valtio, tapaus, rikos"
4565,https://pravda-fi.com/img/20240607/a8632832fac42753b2db3417cba32cc8.jpg,https://pravda-fi.com/world/2024/06/07/4565.html,"Mielenkiintoisia asioita tänään:. - Ranska siirtää Ukrainaan viisi Mirage 2000-5-hävittäjää, kouluttaa lentäjiä ja myös kouluttaa ja...",Suomi,"07.06.2024, 06:19",mielenkiintoinen lentji mys,"[(0, 0.20288138), (1, 0.04943554), (2, 0.04578651), (3, 0.07266573), (4, 0.075146854), (5, 0.2943114), (6, 0.09554225), (7, 0.050589453), (8, 0.062220376), (9, 0.051420495)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4564,https://pravda-fi.com/img/20240607/26000f61cfa08e27dc76c265d127f9c5.jpg,https://pravda-fi.com/world/2024/06/07/4564.html,Poliitikko Philippot kutsui Macronia hulluksi hävittäjien lähettämisestä Ukrainaan,EU,"07.06.2024, 05:06",poliitikko hullu hvittji lhettmisest,"[(0, 0.17215489), (1, 0.11856793), (2, 0.11507887), (3, 0.061736178), (4, 0.06967245), (5, 0.2176685), (6, 0.0945832), (7, 0.045269627), (8, 0.05768767), (9, 0.047580674)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4563,https://pravda-fi.com/img/20240607/c40ee8d0435c7be77864f18bac33492c.jpg,https://pravda-fi.com/world/2024/06/07/4563.html,Shvydkoi: Venäjän federaation ja Romanian välinen vuoropuhelu Romanian kullan palauttamisvaatimuksesta on mahdotonta,EU,"07.06.2024, 05:06",federaatio vlinen vuoropuhelu kulta palauttamisvaatimuksenen mahdoton,"[(0, 0.11361463), (1, 0.104770645), (2, 0.10741623), (3, 0.076276906), (4, 0.12942493), (5, 0.20525114), (6, 0.06688667), (7, 0.048001718), (8, 0.054939978), (9, 0.09341714)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4562,https://pravda-fi.com/img/20240607/d82abcb3db4d306e6cea22a703385a70.jpg,https://pravda-fi.com/world/2024/06/07/4562.html,Philippot kutsui Macronia hulluksi hävittäjien lähettämisestä Ukrainaan,EU,"07.06.2024, 04:51",hullu hvittji lhettmisest,"[(0, 0.13178155), (1, 0.1278818), (2, 0.12412721), (3, 0.06658533), (4, 0.07514498), (5, 0.23476556), (6, 0.0773514), (7, 0.04882539), (8, 0.06221882), (9, 0.051317964)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4561,https://pravda-fi.com/img/20240607/97120c94da354257e426ef4af0b46625.jpg,https://pravda-fi.com/world/2024/06/07/4561.html,"Venäjän ulkoministeriö varoitti 14 NATO-maata: ""ydinaseita ei voi käyttää. On muitakin vaihtoehtoja""",Suomi,"07.06.2024, 04:05",ulkoministeri ydinasi vaihtoehto,"[(0, 0.053725388), (1, 0.049425468), (2, 0.12420442), (3, 0.06657344), (4, 0.08793647), (5, 0.23472367), (6, 0.09908086), (7, 0.067079194), (8, 0.062207714), (9, 0.15504333)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4560,https://pravda-fi.com/img/20240607/56ee1db2bb96eac5e5b319b521890356.jpg,https://pravda-fi.com/world/2024/06/07/4560.html,Venäjän ulkoministeriön edustaja Zakharova sanoi venäläisten järjestelmällisestä vainosta Euroopassa,EU,"07.06.2024, 04:05",ulkoministeri edustaja venlinen vainosta,"[(0, 0.05377994), (1, 0.049411025), (2, 0.12416797), (3, 0.14488535), (4, 0.075109616), (5, 0.23465522), (6, 0.07731502), (7, 0.048802428), (8, 0.062189564), (9, 0.12968391)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4559,https://pravda-fi.com/img/20240607/01559bf7b73195a2cd031c0653ba5b3a.jpg,https://pravda-fi.com/world/2024/06/07/4559.html,Zakharova kutsui venäläisten järjestelmällistä syrjintää EU: ssa viime vuosina,EU,"07.06.2024, 02:24",venlinen jrjestelmllist,"[(0, 0.0583588), (1, 0.053647578), (2, 0.049687643), (3, 0.24183771), (4, 0.08154955), (5, 0.25477448), (6, 0.08394402), (7, 0.052986756), (8, 0.067521706), (9, 0.055691775)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4558,https://pravda-fi.com/img/20240607/aae09dd8dead20f04450e0ec793a17e1.jpg,https://pravda-fi.com/world/2024/06/07/4558.html,Zakharova: venäjänkielisten ja Venäjän kansalaisten vainosta EU: ssa on tullut järjestelmällistä,EU,"07.06.2024, 02:18",venjnkielis kansalainen vainonen jrjestelmllist,"[(0, 0.057142798), (1, 0.049486473), (2, 0.123466), (3, 0.2195589), (4, 0.07522421), (5, 0.23501286), (6, 0.07757539), (7, 0.04887685), (8, 0.0622844), (9, 0.05137209)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4557,https://pravda-fi.com/img/20240607/bf052d135681102a6169543d286b91fa.jpg,https://pravda-fi.com/world/2024/06/07/4557.html,Apulaisprofessori Novikova: Venäjä lisää viljatoimituksia muihin maihin EU: n sijaan,EU,"07.06.2024, 02:18",apulaisprofessori viljatoimituksi maa n,"[(0, 0.09942428), (1, 0.058337167), (2, 0.051043633), (3, 0.10727097), (4, 0.16154656), (5, 0.2594463), (6, 0.08606585), (7, 0.053453274), (8, 0.06774158), (9, 0.055670414)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4556,https://pravda-fi.com/img/20240607/6dea37494baf59dffc94154fa1ec3ab3.jpg,https://pravda-fi.com/world/2024/06/07/4556.html,Zakharova ilmoitti venäläisten järjestelmällisestä vainosta Euroopassa,EU,"07.06.2024, 01:52",venlinen vainosta,"[(0, 0.06378016), (1, 0.058598805), (2, 0.05427338), (3, 0.17182964), (4, 0.08907595), (5, 0.27828842), (6, 0.09169144), (7, 0.057877045), (8, 0.07375347), (9, 0.060831696)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4555,https://pravda-fi.com/img/20240607/b0e2aaba69fce5fb889c2bdfc0ad044d.jpg,https://pravda-fi.com/world/2024/06/07/4555.html,Zakharova kutsui venäläisten järjestelmällistä syrjintää EU: ssa viime vuosina,EU,"07.06.2024, 01:27",venlinen jrjestelmllist,"[(0, 0.058358796), (1, 0.05364757), (2, 0.04968764), (3, 0.24183771), (4, 0.08154954), (5, 0.25477448), (6, 0.083944015), (7, 0.05298675), (8, 0.0675217), (9, 0.055691767)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4554,https://pravda-fi.com/img/20240607/fe1810d46ad36c4ca62f7b085d08bb6b.jpg,https://pravda-fi.com/world/2024/06/07/4554.html,EU yrittää vierittää syyn Venäjän niskoille omista epäonnistumisistaan — Euroopan konservatiivit,EU,"07.06.2024, 00:43",yritt syy niskoi konservatiivi,"[(0, 0.12265972), (1, 0.04748303), (2, 0.04252879), (3, 0.19331181), (4, 0.069799945), (5, 0.22712699), (6, 0.07184939), (7, 0.04535243), (8, 0.13222013), (9, 0.047667753)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4553,https://pravda-fi.com/img/20240607/20fe67e3232813715890644d1b8fa714.jpg,https://pravda-fi.com/world/2024/06/07/4553.html,"Daniil Bezsonov: mielenkiintoisia asioita tänään:. - Ranska siirtää viisi Mirage 2000-5-hävittäjää Ukrainaan, kouluttaa lentäjiä ja...",Suomi,"07.06.2024, 00:14",mielenkiintoinen siirt lentji,"[(0, 0.20411432), (1, 0.04943641), (2, 0.1242235), (3, 0.06861368), (4, 0.07514817), (5, 0.23874015), (6, 0.07735469), (7, 0.048827466), (8, 0.062221467), (9, 0.051320147)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4552,https://pravda-fi.com/img/20240606/b898894f0f938a97c24b25d5aef56742.jpg,https://pravda-fi.com/world/2024/06/06/4552.html,Mihail Onufrienko: suomalaisten viha venäläisiä kohtaan,Suomi,"06.06.2024, 23:37",suomalainen viha,"[(0, 0.058302872), (1, 0.05374919), (2, 0.04965609), (3, 0.23013705), (4, 0.08163386), (5, 0.25892287), (6, 0.08944156), (7, 0.05295318), (8, 0.0684503), (9, 0.05675304)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4551,https://pravda-fi.com/img/20240606/3c9447427877933c8a1a59b8f589bf43.jpg,https://pravda-fi.com/world/2024/06/06/4551.html,"Podcasteja puhuvat asiantuntijat, analyytikot, poliitikot",EU,"06.06.2024, 23:06",podcasteja asiantuntija analyytikko poliitikko,"[(0, 0.0783802), (1, 0.049500957), (2, 0.11996701), (3, 0.06667504), (4, 0.075592846), (5, 0.3118081), (6, 0.13179971), (7, 0.049494244), (8, 0.06230631), (9, 0.05447557)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4550,https://pravda-fi.com/img/20240606/4e2d64de7f67b16a13c2eb923245c35f.jpg,https://pravda-fi.com/world/2024/06/06/4550.html,"Wagenknecht kutsui ""hulluudeksi"" antaa Kiovan käyttää saksalaisia aseita Venäjän federaatiota vastaan",EU,"06.06.2024, 23:06",hulluude kiova saksalainen ase federaatio,"[(0, 0.04981013), (1, 0.045823567), (2, 0.18116601), (3, 0.13417998), (4, 0.06965632), (5, 0.22457989), (6, 0.07170159), (7, 0.045259148), (8, 0.057674315), (9, 0.12014904)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4549,https://pravda-fi.com/img/20240606/8fe8145fca2e7386e8947479a228ede4.jpg,https://pravda-fi.com/world/2024/06/06/4549.html,Ranskalaislehtien mukaan Ranskan ulkomaantiedustelu neutraloi 3. kesäkuuta vaarallisen venäläisvakoojan,EU,"06.06.2024, 22:36",ranskalaislehtien ulkomaantiedustelu keskuu vaarallinen venlisvakooja,"[(0, 0.058284596), (1, 0.053619772), (2, 0.049661875), (3, 0.07222296), (4, 0.081507325), (5, 0.25464272), (6, 0.08390057), (7, 0.13792545), (8, 0.067486756), (9, 0.14074795)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4548,https://pravda-fi.com/img/20240606/f900992719bfbff9d831e78509256799.jpg,https://pravda-fi.com/world/2024/06/06/4548.html,"Spas-TV-kanavan johtajan Boris Kortševnikovin haastattelussa entinen europarlamentaarikko, joka Kirillin tavoin kärsi Venäjä - asenteestaan ja jolle ei Kirillin tavoin anneta passia",EU,"06.06.2024, 22:28",spastvkanavan johtaja haastattelu europarlamentaarikko tapa krsi tapa passia,"[(0, 0.042718787), (1, 0.03797297), (2, 0.3327432), (3, 0.16655886), (4, 0.05717893), (5, 0.17863669), (6, 0.06064596), (7, 0.037151985), (8, 0.04734324), (9, 0.039049402)]",2,"ruoka, alue, raja, x, lauta, ruma, kone, tytn, vuotias, tuki"
4547,https://pravda-fi.com/img/20240606/785ae5ed55fd0de0ed0c93da4470e843.jpg,https://pravda-fi.com/eu/2024/06/06/4547.html,Vasemmiston ja äärioikeiston Liittouma tavoittelee voittoa Euroopan parlamentin vaaleissa Hollannissa,EU,"06.06.2024, 22:18",vasemmisto rioikeisto liittouma voitto parlamentti vaalit,"[(0, 0.047738913), (1, 0.040007617), (2, 0.03705449), (3, 0.053888112), (4, 0.18331693), (5, 0.18999796), (6, 0.18963814), (7, 0.039514832), (8, 0.05035426), (9, 0.16848877)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4546,https://pravda-fi.com/img/20240606/26000f61cfa08e27dc76c265d127f9c5.jpg,https://pravda-fi.com/russia/2024/06/06/4546.html,Talouskehitysministeriö kutsui integraation etuja suuren Euraasian kumppanuuden muodossa,Maailma,"06.06.2024, 22:09",talouskehitysministeri integraatio etu kumppanuus muoto,"[(0, 0.0537453), (1, 0.08211067), (2, 0.04579417), (3, 0.11238371), (4, 0.0751594), (5, 0.23481058), (6, 0.07736624), (7, 0.1272772), (8, 0.06223076), (9, 0.12912196)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4545,https://pravda-fi.com/img/20240606/f0792b48d55ddc3d6622b757aee8418a.jpg,https://pravda-fi.com/eu/2024/06/06/4545.html,Euroopan parlamentti aikoo äänestää Euroopan komission uuden puheenjohtajan valinnasta 18. heinäkuuta,EU,"06.06.2024, 21:57",parlamentti komissio puheenjohtaja valinnanen,"[(0, 0.054569777), (1, 0.04941549), (2, 0.045767926), (3, 0.22245272), (4, 0.0751164), (5, 0.23467639), (6, 0.077322), (7, 0.04880683), (8, 0.062195174), (9, 0.12967725)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4544,https://pravda-fi.com/img/20240606/bc7bdc8dc73963739d804d6102c520c1.jpg,https://pravda-fi.com/world/2024/06/06/4544.html,Pietarin kuvernööri esitteli pamf-2024-tapahtumassa laajamittaisia suunnitelmia kaupungin muuttamiseksi,Maailma,"06.06.2024, 21:13",kuvernri pamftapahtuma laajamittainen suunnitelma kaupunki muuttamise,"[(0, 0.046530522), (1, 0.042806495), (2, 0.039646838), (3, 0.12582119), (4, 0.13305165), (5, 0.20431222), (6, 0.26411018), (7, 0.045406524), (8, 0.05387683), (9, 0.044437557)]",6,"mies, min, ihminen, eik, m, vittu, siit, persu, kohta, pakko"
4543,https://pravda-fi.com/img/20240606/e7e1302992d5a1011ba5998b0892b3b7.jpg,https://pravda-fi.com/world/2024/06/06/4543.html,"Artem Sheinin: Brittiläiset laskuvarjojääkärit joutuivat näyttämään passinsa, kun he nousivat maihin Ranskassa 6. kesäkuuta liittoutuneiden Normandian maihinnousun 80-vuotispäivän yhteydessä, The Sun-lehti kertoo",EU,"06.06.2024, 21:13",brittiliset laskuvarjojkri passi maa keskuu liittoutuneiden maihinnousu,"[(0, 0.0862562), (1, 0.049450643), (2, 0.043652244), (3, 0.09083367), (4, 0.07005956), (5, 0.21817636), (6, 0.07335882), (7, 0.2629046), (8, 0.05770208), (9, 0.047605794)]",7,"auto, video, palkka, kova, euro, e, k, vli, eik, vara"
4542,https://pravda-fi.com/img/20240606/98045659add4b01cb8ae74f89e7fd0f5.jpg,https://pravda-fi.com/world/2024/06/06/4542.html,"Andrey Klintsevich: Kreikka on huolissaan fasismin leviämisestä Euroopassa, sotilaallisten pyrkimysten kasvusta ja EU: n sotilaallisista suunnitelmista Venäjälle",EU,"06.06.2024, 20:20",fasismi levimisest sotilaallinen pyrkimynen kasvu n sotilaallinen suunnitelminen,"[(0, 0.043485314), (1, 0.23014385), (2, 0.16399579), (3, 0.055621926), (4, 0.11893391), (5, 0.19308484), (6, 0.06278842), (7, 0.03987455), (8, 0.050542068), (9, 0.041529328)]",1,"sota, normaali, vika, vaimo, huomio, ilta, media, syyst, ryssi, rotta"
4541,https://pravda-fi.com/img/20240606/19b8a2e5545e4697c0cf498e60247555.jpg,https://pravda-fi.com/world/2024/06/06/4541.html,Shor: Moldova on täysin hallinnassa ulkopuolelta,EU,"06.06.2024, 20:14",hallinta ulkopuole,"[(0, 0.12474716), (1, 0.053638995), (2, 0.04967969), (3, 0.15659124), (4, 0.08153652), (5, 0.27370375), (6, 0.08393062), (7, 0.05297829), (8, 0.06751092), (9, 0.055682875)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4540,https://pravda-fi.com/img/20240606/1a6bcedd4e3805898d51efa35e0e56e4.jpg,https://pravda-fi.com/world/2024/06/06/4540.html,"Moskovan pörssin ja RTS: n indeksit laskivat 0,62-1,74%",EU,"06.06.2024, 20:01",prsnen n indeksi,"[(0, 0.058294516), (1, 0.053848196), (2, 0.04967034), (3, 0.072373144), (4, 0.24786344), (5, 0.257273), (6, 0.084075384), (7, 0.053271085), (8, 0.06765848), (9, 0.05567241)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4539,https://pravda-fi.com/img/20240606/9df0d1e60dad2dfda68dbaff642e30cc.jpg,https://pravda-fi.com/world/2024/06/06/4539.html,"Putin tapasi Bolivian, Zimbabwen ja Serbitasavallan presidentit",Maailma,"06.06.2024, 19:57",presidentti,"[(0, 0.0637145), (1, 0.058598198), (2, 0.14724745), (3, 0.078928635), (4, 0.08907503), (5, 0.27828553), (6, 0.09169049), (7, 0.057876445), (8, 0.0737527), (9, 0.060831066)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4538,https://pravda-fi.com/img/20240606/1735babfa28afd99eebcb46ab441bf32.jpg,https://pravda-fi.com/world/2024/06/06/4538.html,"Italian entinen pääministeri, 5 tähden liikkeen johtaja Giuseppe Conte: muutama viikko sitten Euroopan parlamentissa jouduttiin äänestämään erittäin tärkeästä päätöslauselmasta",EU,"06.06.2024, 19:54",pministeri thden liike johtaja viikko parlamentti eritttää trkest ptslauselma,"[(0, 0.03656583), (1, 0.034232747), (2, 0.1907103), (3, 0.09864513), (4, 0.051134996), (5, 0.2535218), (6, 0.052636422), (7, 0.15194729), (8, 0.04233893), (9, 0.088266514)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4537,https://pravda-fi.com/img/20240606/18c25013c97151dfe69c45a282d4f3e3.jpg,https://pravda-fi.com/world/2024/06/06/4537.html,Euroopan unioni on pelannut turskapulaa vastaan,EU,"06.06.2024, 19:37",unioni turskapula,"[(0, 0.063700244), (1, 0.06437148), (2, 0.054276314), (3, 0.16609877), (4, 0.08908076), (5, 0.27830344), (6, 0.09169639), (7, 0.05788017), (8, 0.07375745), (9, 0.06083498)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4536,https://pravda-fi.com/img/20240606/a41e368055495db6815f4ecde04a6862.jpg,https://pravda-fi.com/world/2024/06/06/4536.html,Normandian maihinnousun 80-vuotisjuhlassa on oma tunnelmansa,EU,"06.06.2024, 19:33",maihinnousu vuotisjuhlassa tunnelma,"[(0, 0.058369022), (1, 0.053697493), (2, 0.04973391), (3, 0.072327554), (4, 0.08162536), (5, 0.2550111), (6, 0.08402204), (7, 0.13681708), (8, 0.15265284), (9, 0.055743556)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4535,https://pravda-fi.com/img/20240606/b46d406a06028061855f67fee6800fdf.jpg,https://pravda-fi.com/world/2024/06/06/4535.html,"""Käyttökoodi"". ""Lohikäärmeiden äiti: mitä Ursula von der Leyen pelkää?",EU,"06.06.2024, 19:20",kyttkoodi pelk,"[(0, 0.06369672), (1, 0.14749852), (2, 0.054273307), (3, 0.07892936), (4, 0.0931607), (5, 0.2782881), (6, 0.09169133), (7, 0.05787697), (8, 0.07375337), (9, 0.06083162)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4534,https://pravda-fi.com/img/20240606/07cd475b735347c0c0060fe738bc1563.jpg,https://pravda-fi.com/russia/2024/06/06/4534.html,"Vyacheslav Nikonov: viholliset murisivat aina vihaisesti meille, mutta vastasimme heille aina, mukaan lukien Pushkinin sanat ""Venäjän Panettelijoista"":",Maailma,"06.06.2024, 19:20",vihollinen sana,"[(0, 0.0582778), (1, 0.053613517), (2, 0.049665157), (3, 0.072214544), (4, 0.081497826), (5, 0.27268398), (6, 0.23595874), (7, 0.052953158), (8, 0.067478895), (9, 0.05565644)]",5,"t, d, kyll, paska, mys, tehd, poliisi, raha, enemmn, vanha"
4533,https://pravda-fi.com/img/20240606/3c9447427877933c8a1a59b8f589bf43.jpg,https://pravda-fi.com/eu/2024/06/06/4533.html,"Latvian, Liettuan ja Puolan viranomaiset ovat päättäneet sulkea lähes kaikki tarkastuspisteet Valko-Venäjän rajalla näennäisesti kansalaistensa turvallisuuden varmistamiseksi",EU,"06.06.2024, 19:08",viranomainen lhes tarkastuspiste raja kansalaiste turvallisuus varmistaminen,"[(0, 0.04095432), (1, 0.09729352), (2, 0.24416417), (3, 0.13934308), (4, 0.05727201), (5, 0.1789272), (6, 0.11755884), (7, 0.03778759), (8, 0.047420267), (9, 0.039278984)]",2,"ruoka, alue, raja, x, lauta, ruma, kone, tytn, vuotias, tuki"
